,batting_team,bowling_team,venue,runs_left,balls_left,wickets_left,runs_target_y,crr,rrr,result
271082,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",199.0,110,10,216.0,10.2,10.9,0
271083,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",199.0,109,10,216.0,9.3,11.0,0
271084,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",198.0,108,10,216.0,9.0,11.0,0
271085,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",198.0,107,10,216.0,8.3,11.1,0
271086,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",198.0,106,10,216.0,7.7,11.2,0
271087,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",198.0,105,10,216.0,7.2,11.3,0
271088,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",198.0,104,9,216.0,6.8,11.4,0
271089,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",198.0,103,9,216.0,6.4,11.5,0
271090,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",196.0,102,9,216.0,6.7,11.5,0
271091,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",192.0,101,9,216.0,7.6,11.4,0
271092,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",191.0,100,9,216.0,7.5,11.5,0
271093,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",191.0,99,9,216.0,7.1,11.6,0
271094,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",191.0,98,9,216.0,6.8,11.7,0
271095,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",191.0,97,9,216.0,6.5,11.8,0
271096,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",187.0,96,9,216.0,7.2,11.7,0
271097,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",181.0,95,9,216.0,8.4,11.4,0
271098,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",181.0,94,9,216.0,8.1,11.6,0
271099,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",180.0,93,9,216.0,8.0,11.6,0
271100,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",179.0,92,9,216.0,7.9,11.7,0
271101,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",178.0,92,9,216.0,8.1,11.6,0
271102,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",177.0,91,9,216.0,8.1,11.7,0
271103,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",176.0,90,9,216.0,8.0,11.7,0
271104,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",176.0,89,9,216.0,7.7,11.9,0
271105,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",176.0,88,9,216.0,7.5,12.0,0
271106,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",175.0,87,9,216.0,7.5,12.1,0
271107,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",169.0,87,9,216.0,8.5,11.7,0
271108,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",163.0,86,9,216.0,9.4,11.4,0
271109,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",157.0,85,9,216.0,10.1,11.1,0
271110,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",156.0,84,9,216.0,10.0,11.1,0
271111,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",156.0,83,8,216.0,9.7,11.3,0
271112,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",152.0,82,8,216.0,10.1,11.1,0
271113,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",152.0,81,7,216.0,9.8,11.3,0
271114,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",151.0,80,7,216.0,9.8,11.3,0
271115,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",150.0,79,7,216.0,9.7,11.4,0
271116,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",149.0,78,7,216.0,9.6,11.5,0
271117,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",148.0,77,7,216.0,9.5,11.5,0
271118,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",147.0,76,7,216.0,9.4,11.6,0
271119,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",145.0,75,7,216.0,9.5,11.6,0
271120,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",144.0,74,7,216.0,9.4,11.7,0
271121,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",143.0,73,7,216.0,9.3,11.8,0
271122,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",143.0,72,7,216.0,9.1,11.9,0
271123,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",139.0,71,7,216.0,9.4,11.7,0
271124,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",135.0,70,7,216.0,9.7,11.6,0
271125,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",135.0,69,7,216.0,9.5,11.7,0
271126,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",134.0,68,7,216.0,9.5,11.8,0
271127,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",133.0,67,7,216.0,9.4,11.9,0
271128,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",133.0,66,7,216.0,9.2,12.1,0
271129,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",127.0,65,7,216.0,9.7,11.7,0
271130,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",121.0,64,7,216.0,10.2,11.3,0
271131,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",120.0,63,7,216.0,10.1,11.4,0
271132,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",119.0,62,7,216.0,10.0,11.5,0
271133,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",115.0,61,7,216.0,10.3,11.3,0
271134,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",113.0,60,7,216.0,10.3,11.3,0
271135,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",113.0,59,7,216.0,10.1,11.5,0
271136,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",112.0,58,7,216.0,10.1,11.6,0
271137,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",112.0,57,7,216.0,9.9,11.8,0
271138,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",112.0,56,7,216.0,9.8,12.0,0
271139,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",108.0,55,7,216.0,10.0,11.8,0
271140,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",107.0,54,7,216.0,9.9,11.9,0
271141,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",106.0,53,7,216.0,9.9,12.0,0
271142,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",106.0,52,6,216.0,9.7,12.2,0
271143,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",106.0,51,6,216.0,9.6,12.5,0
271144,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",106.0,50,6,216.0,9.4,12.7,0
271145,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",105.0,49,6,216.0,9.4,12.9,0
271146,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",104.0,48,6,216.0,9.3,13.0,0
271147,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",103.0,47,6,216.0,9.3,13.1,0
271148,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",99.0,46,6,216.0,9.5,12.9,0
271149,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",99.0,45,6,216.0,9.4,13.2,0
271150,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",97.0,44,6,216.0,9.4,13.2,0
271151,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",97.0,43,6,216.0,9.3,13.5,0
271152,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",93.0,42,6,216.0,9.5,13.3,0
271153,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",92.0,41,6,216.0,9.4,13.5,0
271154,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",90.0,40,6,216.0,9.4,13.5,0
271155,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",88.0,39,6,216.0,9.5,13.5,0
271156,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",84.0,38,6,216.0,9.7,13.3,0
271157,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",83.0,37,6,216.0,9.6,13.5,0
271158,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",82.0,37,6,216.0,9.7,13.3,0
271159,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",82.0,36,6,216.0,9.6,13.7,0
271160,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",81.0,35,6,216.0,9.5,13.9,0
271161,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",81.0,34,5,216.0,9.4,14.3,0
271162,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",80.0,33,5,216.0,9.4,14.5,0
271163,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",79.0,32,5,216.0,9.3,14.8,0
271164,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",78.0,31,5,216.0,9.3,15.1,0
271165,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",76.0,30,5,216.0,9.3,15.2,0
271166,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",75.0,29,5,216.0,9.3,15.5,0
271167,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",75.0,28,4,216.0,9.2,16.1,0
271168,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",75.0,27,4,216.0,9.1,16.7,0
271169,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",74.0,26,4,216.0,9.1,17.1,0
271170,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",74.0,25,3,216.0,9.0,17.8,0
271171,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",74.0,24,2,216.0,8.9,18.5,0
271172,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",74.0,23,2,216.0,8.8,19.3,0
271173,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",68.0,22,2,216.0,9.1,18.5,0
271174,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",68.0,21,2,216.0,9.0,19.4,0
271175,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",68.0,20,2,216.0,8.9,20.4,0
271176,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",68.0,19,2,216.0,8.8,21.5,0
271177,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",68.0,18,2,216.0,8.7,22.7,0
271178,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",68.0,17,2,216.0,8.6,24.0,0
271179,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",68.0,16,2,216.0,8.5,25.5,0
271180,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",67.0,15,2,216.0,8.5,26.8,0
271181,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",67.0,14,2,216.0,8.4,28.7,0
271182,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",67.0,13,2,216.0,8.4,30.9,0
271183,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",61.0,12,2,216.0,8.6,30.5,0
271184,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",61.0,11,2,216.0,8.5,33.3,0
271185,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",60.0,10,2,216.0,8.5,36.0,0
271186,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",59.0,10,2,216.0,8.6,35.4,0
271187,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",59.0,9,2,216.0,8.5,39.3,0
271188,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",59.0,8,2,216.0,8.4,44.2,0
271189,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",59.0,7,1,216.0,8.3,50.6,0
271190,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",58.0,6,1,216.0,8.3,58.0,0
271192,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",58.0,5,1,216.0,8.2,69.6,0
271193,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",57.0,4,1,216.0,8.2,85.5,0
271194,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",56.0,3,1,216.0,8.2,112.0,0
271195,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",56.0,2,1,216.0,8.1,168.0,0
271196,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",55.0,1,1,216.0,8.1,330.0,0
271564,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",209.0,119,10,210.0,6.0,10.5,1
271565,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",208.0,118,10,210.0,6.0,10.6,1
271566,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",207.0,118,10,210.0,9.0,10.5,1
271568,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",201.0,117,10,210.0,18.0,10.3,1
271569,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",200.0,116,10,210.0,15.0,10.3,1
271570,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",199.0,115,10,210.0,13.2,10.4,1
271571,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",199.0,114,10,210.0,11.0,10.5,1
271572,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",198.0,113,10,210.0,10.3,10.5,1
271573,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",197.0,112,10,210.0,9.8,10.6,1
271574,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",197.0,111,10,210.0,8.7,10.6,1
271575,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",197.0,110,10,210.0,7.8,10.7,1
271576,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",197.0,109,10,210.0,7.1,10.8,1
271577,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",191.0,108,10,210.0,9.5,10.6,1
271578,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",191.0,107,10,210.0,8.8,10.7,1
271579,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",190.0,106,10,210.0,8.6,10.8,1
271580,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",186.0,105,10,210.0,9.6,10.6,1
271581,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",182.0,104,10,210.0,10.5,10.5,1
271582,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",182.0,103,10,210.0,9.9,10.6,1
271583,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",178.0,102,10,210.0,10.7,10.5,1
271584,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",172.0,101,10,210.0,12.0,10.2,1
271585,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",166.0,100,10,210.0,13.2,10.0,1
271586,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",162.0,99,10,210.0,13.7,9.8,1
271587,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",162.0,98,10,210.0,13.1,9.9,1
271588,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",156.0,97,10,210.0,14.1,9.6,1
271589,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",155.0,96,10,210.0,13.8,9.7,1
271590,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",154.0,96,10,210.0,14.0,9.6,1
271591,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",150.0,96,10,210.0,15.0,9.4,1
271592,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",146.0,95,10,210.0,15.4,9.2,1
271593,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",145.0,94,10,210.0,15.0,9.3,1
271594,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",139.0,93,10,210.0,15.8,9.0,1
271595,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",139.0,92,10,210.0,15.2,9.1,1
271596,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",133.0,91,10,210.0,15.9,8.8,1
271597,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",129.0,90,10,210.0,16.2,8.6,1
271598,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",128.0,89,10,210.0,15.9,8.6,1
271599,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",128.0,88,10,210.0,15.4,8.7,1
271600,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",128.0,87,10,210.0,14.9,8.8,1
271601,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",127.0,86,10,210.0,14.6,8.9,1
271602,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",123.0,85,10,210.0,14.9,8.7,1
271603,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",123.0,84,10,210.0,14.5,8.8,1
271604,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",123.0,83,10,210.0,14.1,8.9,1
271605,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",122.0,82,10,210.0,13.9,8.9,1
271606,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",121.0,81,10,210.0,13.7,9.0,1
271607,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",120.0,80,10,210.0,13.5,9.0,1
271608,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",119.0,79,10,210.0,13.3,9.0,1
271609,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",119.0,78,10,210.0,13.0,9.2,1
271610,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",119.0,77,10,210.0,12.7,9.3,1
271611,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",115.0,76,10,210.0,13.0,9.1,1
271612,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",111.0,75,10,210.0,13.2,8.9,1
271613,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",109.0,74,10,210.0,13.2,8.8,1
271614,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",108.0,73,10,210.0,13.0,8.9,1
271615,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",102.0,72,10,210.0,13.5,8.5,1
271616,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",101.0,71,10,210.0,13.3,8.5,1
271617,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",101.0,70,10,210.0,13.1,8.7,1
271618,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",97.0,69,10,210.0,13.3,8.4,1
271619,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",96.0,68,10,210.0,13.2,8.5,1
271620,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",96.0,67,10,210.0,12.9,8.6,1
271621,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",96.0,66,10,210.0,12.7,8.7,1
271622,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",90.0,65,10,210.0,13.1,8.3,1
271623,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",86.0,64,10,210.0,13.3,8.1,1
271624,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",80.0,63,10,210.0,13.7,7.6,1
271625,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",76.0,62,10,210.0,13.9,7.4,1
271626,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",72.0,61,10,210.0,14.0,7.1,1
271627,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",66.0,60,10,210.0,14.4,6.6,1
271628,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",65.0,59,10,210.0,14.3,6.6,1
271629,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",59.0,58,10,210.0,14.6,6.1,1
271630,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",58.0,57,10,210.0,14.5,6.1,1
271631,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",58.0,56,10,210.0,14.2,6.2,1
271632,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",56.0,55,10,210.0,14.2,6.1,1
271633,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",55.0,54,10,210.0,14.1,6.1,1
271634,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",51.0,53,10,210.0,14.2,5.8,1
271635,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",45.0,52,10,210.0,14.6,5.2,1
271636,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",44.0,51,10,210.0,14.4,5.2,1
271637,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",44.0,50,10,210.0,14.2,5.3,1
271638,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",44.0,49,9,210.0,14.0,5.4,1
271639,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",40.0,48,9,210.0,14.2,5.0,1
271640,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",40.0,47,9,210.0,14.0,5.1,1
271641,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",39.0,46,9,210.0,13.9,5.1,1
271642,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",39.0,45,8,210.0,13.7,5.2,1
271643,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",37.0,44,8,210.0,13.7,5.0,1
271644,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",36.0,43,8,210.0,13.6,5.0,1
271645,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",36.0,42,8,210.0,13.4,5.1,1
271646,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",34.0,41,8,210.0,13.4,5.0,1
271647,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",32.0,40,8,210.0,13.4,4.8,1
271648,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",32.0,39,8,210.0,13.2,4.9,1
271649,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",31.0,38,8,210.0,13.1,4.9,1
271650,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",28.0,37,8,210.0,13.2,4.5,1
271651,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",27.0,36,8,210.0,13.1,4.5,1
271652,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",23.0,35,8,210.0,13.2,3.9,1
271653,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",23.0,34,8,210.0,13.0,4.1,1
271654,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",17.0,33,8,210.0,13.3,3.1,1
271655,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",15.0,32,8,210.0,13.3,2.8,1
271656,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",15.0,31,8,210.0,13.1,2.9,1
271657,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",11.0,30,8,210.0,13.3,2.2,1
271658,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",10.0,29,8,210.0,13.2,2.1,1
271659,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",9.0,28,8,210.0,13.1,1.9,1
271660,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",5.0,27,8,210.0,13.2,1.1,1
271661,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",4.0,26,8,210.0,13.1,0.9,1
271662,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",0.0,25,8,210.0,13.4,0.0,1
271795,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",201.0,119,10,205.0,24.0,10.1,0
271796,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",201.0,118,9,205.0,12.0,10.2,0
271797,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",201.0,117,9,205.0,8.0,10.3,0
271798,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",200.0,116,9,205.0,7.5,10.3,0
271799,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",199.0,115,9,205.0,7.2,10.4,0
271800,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",198.0,114,9,205.0,7.0,10.4,0
271801,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",198.0,113,9,205.0,6.0,10.5,0
